"Specie","Freq"
"Handroanthus pulcherrimus",14
"Handroanthus umbellatus",15
"Hapalorchis micrantha",2
"Haplocladium microphyllum",1
"Hatiora gaertneri",3
"Hatiora rosea",2
"Hatiora salicornioides",5
"Hatschbachiella tweedieana",40
"Hebanthe eriantha",3
"Hebanthe pulverulenta",19
"Hebeclinium macrophyllum",3
"Hecistopteris pumila",1
"Hedwigia ciliata",3
"Hedwigidium integrifolium",4
"Hedyosmum brasiliense",104
"Heimia apetala",52
"Heimia salicifolia",15
"Heisteria silvianii",84
"Helanthium bolivianum",2
"Helia brevifolia",3
"Helia oblongifolia",3
"Helicodontium capillare",1
"Heliconia farinosa",141
"Heliconia velloziana",10
"Helicophyllum torquatum",4
"Helietta apiculata",68
"Heliotropium amplexicaule",1
"Heliotropium leiocarpum",6
"Heliotropium tiaridioides",2
"Heliotropium transalpinum",58
"Helosis cayennensis",15
"Hemionitis tomentosa",13
"Hennecartia omphalandra",22
"Herbertia lahue",2
"Herbertus juniperoideus",1
"Herbstia brasiliana",2
"Herreria montevidensis",2
"Hesperozygis dimidiata",1
"Hesperozygis kleinii",12
"Hesperozygis nitida",1
"Heteranthera reniformis",34
"Heteranthera zosterifolia",8
"Heterocondylus alatus",87
"Heterocondylus grandis",4
"Heteropsis rigidifolia",19
"Heteropterys aenea",25
"Heteropterys intermedia",43
"Heteropterys syringifolia",1
"Heterotaxis brasiliensis",59
"Heterotaxis valenzuelana",4
"Hexasepalum apiculatum",13
"Hexasepalum radula",12
"Hibiscus bifurcatus",4
"Hibiscus diversifolius",7
"Hieracium commersonii",13
"Hieracium urvillei",1
"Hieronyma alchorneoides",85
"Hildaea pallens",18
"Hildaea ruprechtii",1
"Hildaea tenuis",1
"Hillia illustris",3
"Hillia parasitica",67
"Hindsia ramosissima",12
"Hippeastrum aulicum",29
"Hippeastrum blossfeldiae",1
"Hippeastrum breviflorum",2
"Hippeastrum glaucescens",14
"Hippeastrum reticulatum",3
"Hippeastrum santacatarina",2
"Hippeastrum striatum",6
"Hippeastrum vittatum",1
"Hippocratea volubilis",2
"Hirtella hebeclada",72
"Histiopteris incisa",16
"Hoehnea minima",1
"Hoehnea parvula",7
"Hoehnea scutellarioides",9
"Hoffmannia peckii",73
"Hohenbergia augusta",7
"Holocalyx balansae",14
"Holocheilus brasiliensis",5
"Holocheilus hieracioides",1
"Holocheilus illustris",7
"Holocheilus monocephalus",3
"Holomitrium crispulum",10
"Holomitrium nitidum",5
"Homaliodendron piniforme",1
"Homolepis glutinosa",42
"Hookeria acutifolia",2
"Huberia semiserrata",5
"Huntleya meleagris",13
"Huperzia flexibilis",33
"Huperzia fontinaloides",16
"Huperzia quadrifariata",5
"Huperzia sellowiana",2
"Hydrocotyle bonariensis",32
"Hydrocotyle callicephala",19
"Hydrocotyle exigua",6
"Hydrocotyle itatiaiensis",3
"Hydrocotyle langsdorffii",9
"Hydrocotyle leucocephala",29
"Hydrocotyle pusilla",7
"Hydrocotyle quinqueloba",36
"Hydrocotyle ranunculoides",14
"Hydrolea spinosa",12
"Hygrophila costata",53
"Hymenachne amplexicaulis",1
"Hymenachne donacifolia",5
"Hymenachne grumosa",12
"Hymenachne pernambucensis",7
"Hymenasplenium triquetrum",47
"Hymenodon aeruginosus",10
"Hymenophyllum asplenioides",54
"Hymenophyllum caudiculatum",127
"Hymenophyllum crispum",9
"Hymenophyllum elegans",5
"Hymenophyllum fragile",12
"Hymenophyllum fucoides",11
"Hymenophyllum hirsutum",36
"Hymenophyllum magellanicum",11
"Hymenophyllum microcarpum",11
"Hymenophyllum peltatum",6
"Hymenophyllum polyanthos",77
"Hymenophyllum pulchellum",37
"Hymenophyllum rufum",9
"Hymenophyllum ulei",4
"Hymenophyllum vestitum",8
"Hyperbaena domingensis",4
"Hypericum austrobrasiliense",3
"Hypericum brasiliense",56
"Hypericum caprifoliatum",11
"Hypericum carinatum",8
"Hypericum connatum",18
"Hypericum cordatum",7
"Hypericum denudatum",14
"Hypericum lorentzianum",2
"Hypericum microlicioides",1
"Hypericum piriai",1
"Hypericum rigidum",6
"Hypericum teretiusculum",4
"Hypericum ternum",9
"Hypnella pilifera",3
"Hypochaeris albiflora",8
"Hypochaeris catharinensis",15
"Hypochaeris chillensis",18
"Hypochaeris lutea",22
"Hypochaeris megapotamica",3
"Hypochaeris neopinnatifida",2
"Hypolepis acantha",1
"Hypolepis mitis",14
"Hypolepis stolonifera",5
"Hypoxis atlantica",1
"Hypoxis decumbens",37
"Hyptis brevipes",7
"Hyptis comaroides",5
"Hyptis inodora",21
"Hyptis lacustris",5
"Hyptis lagenaria",5
"Hyptis lappacea",1
"Hyptis lappulacea",13
"Hyptis muelleri",4
"Hyptis radicans",13
"Hyptis uliginosa",13
"Hysterionica pinnatiloba",2
"Hysterionica pinnatisecta",8
"Ibicella lutea",1
"Ichnanthus leiocarpus",9
"Ichnanthus nemoralis",4
"Ichnanthus pallens",65
"Ichnanthus procurrens",9
"Ichnanthus ruprechtii",5
"Ichnanthus tenuis",3
"Ilex brevicuspis",53
"Ilex chamaedryfolia",3
"Ilex dumosa",134
"Ilex integerrima",3
"Ilex microdonta",45
"Ilex paraguariensis",121
"Ilex pseudobuxus",32
"Ilex taubertiana",11
"Ilex theezans",167
"Imperata brasiliensis",14
"Imperata contracta",4
"Indigofera sabulicola",4
"Indigofera suffruticosa",25
"Inga edulis",23
"Inga edwallii",5
"Inga globularis",1
"Inga lentiscifolia",27
"Inga marginata",156
"Inga sellowiana",9
"Inga sessilis",111
"Inga striata",40
"Inga subnuda",15
"Inga vera",53
"Inga virescens",14
"Inulopsis scaposa",11
"Ipomoea acutisepala",11
"Ipomoea alba",12
"Ipomoea carnea",2
"Ipomoea delphinioides",6
"Ipomoea grandifolia",17
"Ipomoea guaranitica",1
"Ipomoea hederifolia",15
"Ipomoea imperati",5
"Ipomoea indica",23
"Ipomoea indivisa",28
"Ipomoea kunthiana",2
"Ipomoea maurandioides",2
"Ipomoea pes-caprae",22
"Ipomoea philomega",1
"Ipomoea purpurea",19
"Ipomoea ramosissima",6
"Ipomoea saopaulista",1
"Ipomoea syringifolia",1
"Ipomoea tiliacea",16
"Ipomoea triloba",9
"Iresine diffusa",61
"Isabelia pulchella",9
"Ischaemum minus",23
"Ischnosiphon ovatus",2
"Isochilus linearis",75
"Isoetes quiririensis",3
"Isoetes smithii",18
"Isoetes spannagelii",2
"Isolepis cernua",1
"Isopterygium subbrevisetum",2
"Isopterygium tenerifolium",16
"Isopterygium tenerum",15
"Isotachis aubertii",7
"Ixora venulosa",1
"Jacaranda micrantha",39
"Jacaranda puberula",159
"Jacaratia spinosa",8
"Jacquemontia blanchetii",18
"Jacquemontia ferruginea",16
"Jacquemontia mucronifera",6
"Jacquemontia selloi",6
"Jaegeria hirta",91
"Janusia guaranitica",3
"Jatropha gossypiifolia",2
"Jatropha intermedia",3
"Jobinia connivens",5
"Jobinia paranaensis",1
"Jodina rhombifolia",7
"Juncus acutus",5
"Juncus capillaceus",5
"Juncus densiflorus",14
"Juncus dichotomus",2
"Juncus effusus",21
"Juncus kraussii",3
"Juncus marginatus",17
"Juncus micranthus",2
"Juncus microcephalus",74
"Juncus pallescens",1
"Juncus ramboi",13
"Juncus scirpoides",7
"Jungermannia amoena",1
"Jungia sellowii",41
"Justicia axillaris",1
"Justicia brasiliana",126
"Justicia carnea",121
"Justicia catharinensis",8
"Justicia floribunda",43
"Justicia hatschbachii",8
"Justicia kleinii",4
"Justicia laevilinguis",1
"Justicia lythroides",5
"Justicia oblonga",1
"Justicia parabolica",36
"Justicia paranaensis",1
"Justicia reitzii",1
"Justicia schenckiana",3
"Justicia yhuensis",7
"Kaunia rufescens",51
"Koanophyllon lobatifolium",1
"Krapovickasia macrodon",7
"Krapovickasia urticifolia",2
"Kurzia capillaris",2
"Kyllinga brevifolia",39
"Kyllinga pumila",4
"Kyllinga vaginata",11
"Lafoensia vandelliana",22
"Lagenocarpus rigidus",10
"Lagenocarpus triqueter",3
"Laguncularia racemosa",27
"Lamanonia cuneata",1
"Lamanonia ternata",88
"Landoltia punctata",1
"Langsdorffia hypogaea",4
"Lankesterella caespitosa",1
"Lankesterella ceracifolia",27
"Lantana fucata",13
"Lantana montevidensis",3
"Lantana undulata",33
"Laportea aestuans",10
"Lasiacis divaricata",28
"Lasiacis ligulata",12
"Lastreopsis amplissima",213
"Lastreopsis effusa",58
"Lathyrus crassipes",2
"Lathyrus linearifolius",4
"Lathyrus nervosus",1
"Lathyrus nitens",1
"Lathyrus paranensis",6
"Lathyrus pubescens",7
"Laurembergia tetrandra",5
"Leandra acutiflora",98
"Leandra amplexicaulis",47
"Leandra aurea",14
"Leandra australis",227
"Leandra barbinervis",50
"Leandra bergiana",55
"Leandra calvescens",1
"Leandra carassana",153
"Leandra catharinensis",6
"Leandra cordifolia",21
"Leandra cordigera",5
"Leandra debilis",4
"Leandra dubia",3
"Leandra echinata",52
"Leandra erostrata",6
"Leandra fallax",68
"Leandra fragilis",43
"Leandra glazioviana",46
"Leandra hirtella",21
"Leandra humilis",2
"Leandra ionopogon",1
"Leandra itatiaiae",1
"Leandra laevigata",163
"Leandra luctatoris",1
"Leandra macropora",1
"Leandra melastomoides",165
"Leandra pallida",5
"Leandra pilonensis",29
"Leandra planifilamentosa",7
"Leandra polystachya",1
"Leandra purpurascens",52
"Leandra purpureo-villosa",1
"Leandra quinquedentata",21
"Leandra refracta",13
"Leandra regnellii",191
"Leandra reitzii",23
"Leandra reversa",8
"Leandra scabra",3
"Leandra sulfurea",4
"Leandra tetraquetra",8
"Leandra ulaei",18
"Leandra variabilis",2
"Leandra xanthocoma",64
"Leandra xanthostachya",5
"Leersia hexandra",8
"Leiothrix flavescens",4
"Lejeunea cristulata",1
"Lejeunea flava",16
"Lejeunea laetevirens",2
"Lejeunea phyllobola",5
"Lejeunea puiggariana",7
"Lellingeria brevistipes",16
"Lellingeria depressa",7
"Lemna minuta",5
"Lemna valdiviana",4
"Lepanthopsis floripecten",12
"Lepicolea ochroleuca",3
"Lepidaploa balansae",10
"Lepidaploa chamissonis",43
"Lepidaploa eriolepis",7
"Lepidaploa pseudomuricata",10
"Lepidium didymum",1
"Lepidopilidium brevisetum",8
"Lepidopilidium nitens",1
"Lepidopilum scabrisetum",4
"Lepidopilum subsubulatum",3
"Lepidozia incurvata",2
"Lepismium cruciforme",34
"Lepismium houlletianum",64
"Lepismium lumbricoides",23
"Lepismium warmingianum",14
"Leptodontium araucarieti",1
"Leptodontium filicola",3
"Leptolejeunea elliptica",2
"Leptolejeunea exocellata",1
"Leptostelma catharinense",12
"Leptostelma maxima",53
"Leptostelma maximum",14
"Leptostelma tweediei",23
"Leptotes bicolor",30
"Leptotes unicolor",19
"Lessingianthus brevifolius",1
"Lessingianthus exiguus",1
"Lessingianthus glabratus",4
"Lessingianthus hypochaeris",4
"Lessingianthus rubricaulis",1
"Lessingianthus sellowii",1
"Lessingianthus ulei",1
"Leucobryum albicans",22
"Leucobryum albidum",2
"Leucobryum clavatum",1
"Leucobryum crispum",4
"Leucobryum giganteum",4
"Leucobryum martianum",1
"Leucomium strumosum",4
"Leucotrichum organense",16
"Leucotrichum schenckii",61
"Licaria armeniaca",9
"Ligeophila juruenensis",2
"Lilaeopsis brasiliensis",8
"Limonium brasiliense",7
"Lindernia rotundifolia",14
"Lindsaea arcuata",3
"Lindsaea bifida",33
"Lindsaea botrychioides",50
"Lindsaea lancea",132
"Lindsaea ovoidea",93
"Lindsaea quadrangularis",53
"Lindsaea virescens",25
"Linum brevifolium",1
"Linum littorale",17
"Liparis nervosa",125
"Lipocarpha humboldtiana",4
"Lippia alba",37
"Lippia brasiliensis",17
"Lippia lippioides",8
"Lippia pumila",2
"Lippia turnerifolia",1
"Lithraea brasiliensis",77
"Lobelia camporum",32
"Lobelia exaltata",5
"Lobelia hassleri",32
"Lobelia hederacea",13
"Lobelia langeana",7
"Lobelia nummularioides",3
"Lobelia reniformis",6
"Lobelia xalapensis",20
"Lockhartia ludibunda",1
"Lockhartia lunifera",11
"Lomagramma guianensis",2
"Lomaria spannagelii",3
"Lomaridium plumieri",128
"Lomariocycas schomburgkii",21
"Lomariopsis marginata",30
"Lonchocarpus campestris",10
"Lonchocarpus cultratus",37
"Lonchocarpus muehlbergianus",12
"Lonchocarpus nitidus",6
"Lopholejeunea nigricans",2
"Lophophytum mirabile",1
"Lophosoria quadripinnata",31
"Lucilia acutifolia",5
"Lucilia linearifolia",3
"Lucilia lycopodioides",5
"Lucilia nitens",7
"Ludwigia caparosa",19
"Ludwigia decurrens",15
"Ludwigia elegans",23
"Ludwigia grandiflora",5
"Ludwigia hassleriana",3
"Ludwigia hexapetala",2
"Ludwigia hookeri",15
"Ludwigia leptocarpa",22
"Ludwigia longifolia",63
"Ludwigia major",2
"Ludwigia multinervia",31
"Ludwigia octovalvis",65
"Ludwigia peploides",11
"Ludwigia peruviana",49
"Ludwigia quadrangularis",2
"Ludwigia sericea",36
"Luehea divaricata",122
"Luetzelburgia guaissara",4
"Lulia nervosa",1
"Lundia nitidula",8
"Lundia virginalis",13
"Lupinus bracteolaris",4
"Lupinus gibertianus",14
"Lupinus guaraniticus",2
"Lupinus lanatus",8
"Lupinus linearis",1
"Lupinus magnistipulatus",18
"Lupinus multiflorus",5
"Lupinus paraguariensis",1
"Lupinus paranensis",7
"Lupinus reitzii",8
"Lupinus rubriflorus",3
"Lupinus uleanus",2
"Lupinus velutinus",1
"Luziola bahiensis",2
"Luziola brasiliensis",1
"Luziola peruviana",17
"Luzula ulei",9
"Lycopodiella caroliniana",17
"Lycopodiella duseniana",5
"Lycopodiella geometra",1
"Lycopodiella longipes",2
"Lycopodium clavatum",69
"Lygodium volubile",75
"Lysimachia filiformis",10
"Lytoneuron crenulans",10
"Lytoneuron lomariaceum",7
"Machaerina ensifolia",1
"Machaerium debile",11
"Machaerium dimorphandrum",1
"Machaerium hatschbachii",3
"Machaerium hirtum",29
"Machaerium nyctitans",10
"Machaerium paraguariense",23
"Machaerium stipitatum",60
"Machaerium vestitum",7
"Machaonia brasiliensis",3
"Machaonia spinosa",2
"Maclura tinctoria",45
"Macrocarpaea rubra",45
"Macrocoma orthotrichoides",8
"Macrocoma tenuis",3
"Macromitrium cirrosum",3
"Macromitrium richardii",15
"Macroptilium erythroloma",3
"Macroptilium prostratum",14
"Magnolia ovata",38
"Malanea forsteronioides",5
"Malaxis excavata",43
"Malaxis histionantha",1
"Malaxis jaraguae",9
"Malaxis parthoni",3
"Malaxis pubescens",3
"Malmeanthus subintegerrimus",3
"Malvastrum coromandelianum",15
"Mandevilla atroviolacea",12
"Mandevilla coccinea",10
"Mandevilla emarginata",4
"Mandevilla funiformis",19
"Mandevilla immaculata",12
"Mandevilla longiflora",4
"Mandevilla pentlandiana",10
"Mandevilla petraea",3
"Mandevilla sellowii",4
"Mandevilla urophylla",6
"Manekia obtusa",27
"Manettia chrysoderma",5
"Manettia cordifolia",8
"Manettia gracilis",24
"Manettia paraguariensis",43
"Manettia paranensis",1
"Manihot grahamii",54
"Manilkara subsericea",8
"Mansoa difficilis",22
"Maprounea brasiliensis",3
"Maranta divaricata",37
"Maranta sobolifera",2
"Marattia cicutifolia",62
"Marcgravia polyantha",69
"Marchantia chenopoda",6
"Margaritaria nobilis",4
"Margaritopsis astrellantha",55
"Margaritopsis chaenotricha",4
"Margaritopsis cymuligera",2
"Margyricarpus pinnatus",7
"Marlierea eugeniopsoides",267
"Marlierea excoriata",9
"Marlierea krapovickae",7
"Marlierea obscura",12
"Marlierea parviflora",7
"Marlierea reitzii",22
"Marlierea silvatica",16
"Marlierea tomentosa",32
"Marsypianthes chamaedrys",23
"Marsypianthes hassleri",1
"Matayba elaeagnoides",94
"Matayba guianensis",8
"Matayba intermedia",59
"Matayba juglandifolia",1
"Matelea denticulata",4
"Maxillaria bradei",5
"Maxillaria ferdinandiana",2
"Maxillaria leucaimata",4
"Maxillaria ochroleuca",15
"Mayaca fluviatilis",10
"Mayaca sellowiana",3
"Maytenus boaria",14
"Maytenus cassineformis",4
"Maytenus evonymoides",11
"Maytenus glaucescens",8
"Maytenus gonoclada",49
"Maytenus ilicifolia",20
"Maytenus patens",2
"Maytenus robusta",52
"Maytenus schumanniana",1
"Mecardonia grandiflora",4
"Mecardonia procumbens",16
"Megalastrum abundans",13
"Megalastrum connexum",100
"Megalastrum oreocharis",21
"Megalastrum umbrinum",7
"Melampodium divaricatum",1
"Melanthera latifolia",1
"Melasma rhinanthoides",2
"Melica arzivencoi",2
"Melica brasiliana",5
"Melica hyalina",6
"Melica macra",16
"Melica rigida",3
"Melica sarmentosa",61
"Meliosma sellowii",90
"Melochia pilosa",2
"Melochia villosa",1
"Melothria cucumis",10
"Melothria pendula",29
"Melothrianthus smilacifolius",2
"Melpomene peruviana",7
"Melpomene pilosissima",3
"Mendoncia puberula",127
"Mendoncia velloziana",74
"Meniscium maxonianum",5
"Merostachys claussenii",1
"Merostachys multiramea",21
"Merostachys petiolata",3
"Merostachys skvortzovii",5
"Merostachys speciosa",4
"Merostachys ternata",6
"Merremia dissecta",29
"Merremia macrocalyx",12
"Mesadenella cuspidata",43
"Meteoridium remotifolium",4
"Meteorium deppei",8
"Meteorium nigrescens",3
"Metzgeria albinea",7
"Metzgeria brasiliensis",1
"Metzgeria ciliata",2
"Metzgeria convoluta",1
"Metzgeria furcata",3
"Metzgeria leptoneura",2
"Metzgeria myriopoda",5
"Metzgeria rufula",1
"Metzgeria scyphigera",3
"Metzgeria uncigera",2
"Mickelia scandens",56
"Miconia brasiliensis",3
"Miconia brunnea",3
"Miconia budlejoides",7
"Miconia cabucu",64
"Miconia chartacea",31
"Miconia cinerascens",294
"Miconia cinnamomifolia",74
"Miconia cubatanensis",121
"Miconia discolor",18
"Miconia eichleri",2
"Miconia fasciculata",32
"Miconia flammea",2
"Miconia hyemalis",83
"Miconia inconspicua",42
"Miconia jucunda",15
"Miconia lagunensis",7
"Miconia latecrenata",166
"Miconia ligustroides",106
"Miconia lymanii",32
"Miconia paniculata",28
"Miconia petropolitana",139
"Miconia pusilliflora",144
"Miconia racemifera",6
"Miconia ramboi",28
"Miconia sellowiana",158
"Miconia theizans",14
"Miconia tristis",102
"Miconia valtheri",62
"Micranthemum umbrosum",9
"Microchilus arietinus",20
"Microchilus austrobrasiliensis",7
"Microgramma percussa",132
"Microgramma squamulosa",293
"Microgramma tecta",56
"Microgramma vacciniifolia",194
"Microlejeunea bullata",4
"Microlejeunea capillaris",1
"Microlejeunea subulistipa",2
"Microlepia speluncae",2
"Microstachys corniculata",11
"Microstachys hispida",3
"Microtea scabrida",3
"Miersiella umbellata",2
"Mikania burchellii",5
"Mikania campanulata",6
"Mikania capricorni",1
"Mikania chlorolepis",10
"Mikania clematidifolia",1
"Mikania cordifolia",19
"Mikania decumbens",4
"Mikania diversifolia",1
"Mikania glomerata",19
"Mikania hastato-cordata",1
"Mikania hemisphaerica",1
"Mikania hirsutissima",18
"Mikania hoffmanniana",1
"Mikania involucrata",54
"Mikania laevigata",20
"Mikania lanuginosa",26
"Mikania lundiana",6
"Mikania micrantha",135
"Mikania nigricans",1
"Mikania oblongifolia",3
"Mikania officinalis",1
"Mikania oreophila",13
"Mikania orleansensis",12
"Mikania paniculata",7
"Mikania paranensis",20
"Mikania pinnatiloba",3
"Mikania sericea",35
"Mikania sessilifolia",2
"Mikania smaragdina",4
"Mikania ternata",12
"Mikania trachypleura",3
"Mikania triangularis",1
"Mikania trinervis",19
"Mikania ulei",5
"Mikania vitifolia",9
"Miltonia flavescens",15
"Miltonia regnellii",18
"Miltonia russelliana",3
"Mimosa bimucronata",71
"Mimosa caesalpiniifolia",11
"Mimosa candollei",1
"Mimosa catharinensis",8
"Mimosa ceratonia",3
"Mimosa chaetosphaera",1
"Mimosa coniflora",8
"Mimosa daleoides",10
"Mimosa distans",1
"Mimosa dolens",20
"Mimosa dutrae",1
"Mimosa eriocarpa",3
"Mimosa furfuracea",3
"Mimosa gracilis",2
"Mimosa incana",4
"Mimosa lanata",4
"Mimosa lepidorepens",19
"Mimosa maracayuensis",10
"Mimosa micropteris",8
"Mimosa murex",6
"Mimosa myriophylla",1
"Mimosa niederleinii",6
"Mimosa oblonga",3
"Mimosa paraguariae",1
"Mimosa per-dusenii",3
"Mimosa pigra",1
"Mimosa pilulifera",32
"Mimosa pseudocallosa",2
"Mimosa pudica",38
"Mimosa ramentacea",12
"Mimosa ramosissima",37
"Mimosa regnellii",8
"Mimosa sanguinolenta",4
"Mimosa scabrella",84
"Mimosa serra",1
"Mimosa sparsiformis",1
"Mimosa taimbensis",23
"Mimosa xanthocentra",2
"Mitracarpus brasiliensis",4
"Mitracarpus hirtus",26
"Mittenothamnium macrodontium",1
"Mittenothamnium reduncum",2
"Mittenothamnium reptans",4
"Mnesithea selloana",1
"Modiola caroliniana",4
"Modiolastrum malvifolium",5
"Molendoa sendtneriana",1
"Mollinedia blumenaviana",18
"Mollinedia calodonta",54
"Mollinedia clavigera",188
"Mollinedia elegans",26
"Mollinedia eugeniifolia",4
"Mollinedia floribunda",2
"Mollinedia fruticulosa",5
"Mollinedia howeana",7
"Mollinedia pfitzeriana",1
"Mollinedia schottiana",432
"Mollinedia triflora",95
"Mollinedia uleana",107
"Mollugo verticillata",6
"Monnina resedoides",6
"Monnina richardiana",7
"Monnina tristaniana",13
"Monstera adansonii",61
"Monteiroa bullata",12
"Monteiroa catharinensis",17
"Monteiroa dusenii",6
"Monteiroa glomerata",3
"Monteiroa ptarmicifolia",4
"Monteiroa reitzii",2
"Monteiroa smithii",5
"Monteiroa triangularifolia",4
"Moquiniastrum polymorphum",57
"Moranopteris achilleifolia",30
"Moritzia dusenii",5
"Mormolyca cleistogama",2
"Mormolyca rufescens",5
"Mouriri chamissoana",8
"Mucuna urens",27
"Muellera campestris",44
"Muellera grazielae",6
"Mutisia campanulata",14
"Mutisia coccinea",17
"Mutisia speciosa",45
"Myoxanthus exasperatus",15
"Myrceugenia acutata",15
"Myrceugenia acutiflora",9
"Myrceugenia alpigena",64
"Myrceugenia bracteosa",9
"Myrceugenia campestris",15
"Myrceugenia cucullata",25
"Myrceugenia euosma",86
"Myrceugenia foveolata",4
"Myrceugenia glaucescens",44
"Myrceugenia hamoniana",1
"Myrceugenia hoehnei",9
"Myrceugenia kleinii",1
"Myrceugenia mesomischa",9
"Myrceugenia miersiana",57
"Myrceugenia myrcioides",202
"Myrceugenia ovalifolia",19
"Myrceugenia ovata",64
"Myrceugenia oxysepala",45
"Myrceugenia pilotantha",48
"Myrceugenia regnelliana",64
"Myrceugenia reitzii",9
"Myrceugenia rufescens",7
"Myrceugenia seriatoramosa",24
"Myrceugenia venosa",16
"Myrcia aethusa",21
"Myrcia amazonica",15
"Myrcia anacardiifolia",98
"Myrcia arborescens",6
"Myrcia brasiliensis",68
"Myrcia breviramis",5
"Myrcia calumbaensis",2
"Myrcia catharinensis",14
"Myrcia costeira",1
"Myrcia diaphana",3
"Myrcia dichrophylla",6
"Myrcia dictyophleba",1
"Myrcia eugeniopsoides",26
"Myrcia ferruginosa",2
"Myrcia flagellaris",9
"Myrcia glabra",74
"Myrcia guianensis",86
"Myrcia hartwegiana",60
"Myrcia hatschbachii",31
"Myrcia heringii",10
"Myrcia ilheosensis",17
"Myrcia lajeana",12
"Myrcia laruotteana",29
"Myrcia leptoclada",2
"Myrcia multiflora",57
"Myrcia oblongata",70
"Myrcia obtecta",11
"Myrcia oligantha",14
"Myrcia palustris",95
"Myrcia pubiflora",12
"Myrcia pubipetala",64
"Myrcia pulchra",21
"Myrcia racemosa",25
"Myrcia retorta",24
"Myrcia richardiana",17
"Myrcia rostrata",16
"Myrcia rupicola",13
"Myrcia selloi",46
"Myrcia sosias",3
"Myrcia spectabilis",122
"Myrcia splendens",186
"Myrcia tenuivenosa",2
"Myrcia tijucensis",33
"Myrcia undulata",25
"Myrcia venulosa",8
"Myrcianthes gigantea",25
"Myrcianthes pungens",18
"Myrcianthes riparia",1
"Myrciaria cuspidata",8
"Myrciaria delicatula",18
"Myrciaria floribunda",25
"Myrciaria glazioviana",5
"Myrciaria plinioides",25
"Myrciaria tenella",28
"Myriophyllum aquaticum",19
"Myriopus rubicundus",1
"Myrocarpus frondosus",16
"Myrrhinium atropurpureum",55
"Myrsine altomontana",10
"Myrsine balansae",5
"Myrsine coriacea",299
"Myrsine gardneriana",147
"Myrsine guianensis",35
"Myrsine hermogenesii",18
"Myrsine laetevirens",9
"Myrsine lancifolia",16
"Myrsine lineata",3
"Myrsine loefgrenii",26
"Myrsine parvifolia",48
"Myrsine parvula",65
"Myrsine rubra",4
"Myrsine squarrosa",4
"Myrsine umbellata",207
"Myrsine venosa",32
"Myrsine wettsteinii",6
"Napeanthus reitzii",12
"Nassella airoides",4
"Nassella filiculmis",1
"Nassella megapotamia",7
"Nassella melanosperma",4
"Nassella neesiana",1
"Nassella planaltina",3
"Nassella rhizomata",3
"Nassella sellowiana",17
"Nassella tenuiculmis",1
"Neckera scabridens",2
"Neckeropsis disticha",2
"Neckeropsis undulata",10
"Nectandra grandiflora",95
"Nectandra lanceolata",129
"Nectandra leucantha",41
"Nectandra megapotamica",139
"Nectandra membranacea",102
"Nectandra oppositifolia",161
"Nectandra puberula",59
"Neea pendulina",22
"Nematanthus australis",162
"Nematanthus fissus",76
"Nematanthus tessmannii",206
"Neoblechnum brasiliense",111
"Neocabreria malachophylla",16
"Neocabreria serrulata",1
"Neomarica candida",5
"Neomarica imbricata",1
"Neomitranthes cordifolia",14
"Neomitranthes gemballae",11
"Neomitranthes glomerata",39
"Neoregelia laevis",6
"Nephrolepis biserrata",1
"Nephrolepis cordifolia",7
"Nephrolepis exaltata",1
"Nephrolepis pectinata",21
"Nephrolepis pendula",20
"Nephrolepis rivularis",1
"Nicotiana alata",23
"Nicotiana bonariensis",27
"Nicotiana forgetiana",21
"Nicotiana langsdorffii",13
"Nicotiana langsdorfii",17
"Nicotiana longiflora",3
"Nidularium amazonicum",26
"Nidularium angustibracteatum",1
"Nidularium billbergioides",20
"Nidularium catarinense",1
"Nidularium innocentii",272
"Nidularium jonesianum",2
"Nidularium procerum",45
"Niedenzuella acutifolia",3
"Niedenzuella lucida",4
"Nierembergia aristata",2
"Niphidium crassifolium",171
"Niphidium rufosquamatum",1
"Noisettia orchidiflora",2
"Nothoscordum bonariense",1
"Nothoscordum gracile",11
"Noticastrum calvatum",16
"Noticastrum decumbens",16
"Noticastrum gnaphalioides",1
"Noticastrum hatschbachii",12
"Noticastrum malmei",8
"Noticastrum psammophilum",5
"Notylia hemitricha",2
"Notylia lyrata",10
"Nymphaea amazonum",1
"Nymphoides humboldtiana",2
"Nymphoides indica",25
"Ocellochloa rudis",3
"Ocellochloa stolonifera",10
"Ocimum carnosum",119
"Ocimum selloi",53
"Ocotea aciphylla",24
"Ocotea bicolor",31
"Ocotea catharinensis",62
"Ocotea corymbosa",33
"Ocotea diospyrifolia",49
"Ocotea dispersa",40
"Ocotea elegans",69
"Ocotea floribunda",1
"Ocotea glaziovii",100
"Ocotea indecora",31
"Ocotea lanata",42
"Ocotea lancifolia",13
"Ocotea laxa",61
"Ocotea lobbii",6
"Ocotea mandioccana",26
"Ocotea marumbiensis",18
"Ocotea nectandrifolia",48
"Ocotea nunesiana",10
"Ocotea odorifera",65
"Ocotea porosa",117
"Ocotea puberula",181
"Ocotea pulchella",174
"Ocotea pulchra",109
"Ocotea silvestris",91
"Ocotea teleiandra",162
"Ocotea tristis",6
"Ocotea urbaniana",9
"Ocotea vaccinioides",14
"Octoblepharum albidum",3
"Octomeria chloidophylla",1
"Octomeria crassifolia",36
"Octomeria diaphana",36
"Octomeria gracilis",28
"Octomeria grandiflora",40
"Octomeria juncifolia",31
