"Specie","Freq"
"Seguieria langsdorffii",17
"Selaginella contigua",7
"Selaginella decomposita",16
"Selaginella flexuosa",72
"Selaginella macrostachya",3
"Selaginella marginata",24
"Selaginella muscosa",19
"Selaginella sulcata",48
"Sematophyllum oedophysidium",2
"Sematophyllum swartzii",8
"Sematophyllum tequendamense",2
"Senecio adamantinus",3
"Senecio bonariensis",16
"Senecio brasiliensis",103
"Senecio conyzaefolius",2
"Senecio conyzifolius",19
"Senecio crassiflorus",23
"Senecio grossidens",1
"Senecio hemmendorffii",1
"Senecio icoglossus",35
"Senecio juergensii",13
"Senecio langei",5
"Senecio lanifer",1
"Senecio leptolobus",9
"Senecio leptoschizus",2
"Senecio oleosus",36
"Senecio oligophyllus",1
"Senecio paranensis",1
"Senecio paulensis",3
"Senecio pinnatus",21
"Senecio platensis",5
"Senecio pulcher",20
"Senecio ramboanus",2
"Senecio reitzianus",1
"Senecio stigophlebius",8
"Senecio subarnicoides",13
"Senecio trichocaulon",1
"Senegalia magnibracteosa",3
"Senegalia nitidifolia",15
"Senegalia tenuifolia",9
"Senegalia tucumanensis",4
"Senegalia velutina",10
"Senna araucarietorum",18
"Senna corymbosa",1
"Senna hirsuta",7
"Senna multijuga",75
"Senna neglecta",56
"Senna oblongifolia",3
"Senna obtusifolia",2
"Senna organensis",4
"Senna pendula",23
"Senna silvestris",4
"Senna tropica",4
"Serjania acoma",1
"Serjania communis",36
"Serjania glabrata",10
"Serjania gracilis",13
"Serjania hebecarpa",1
"Serjania laruotteana",10
"Serjania lethalis",5
"Serjania meridionalis",9
"Serjania multiflora",21
"Serjania unidentata",4
"Serpocaulon catharinae",257
"Serpocaulon fraxinifolium",84
"Serpocaulon latipes",37
"Serpocaulon meniscifolium",3
"Serpocaulon menisciifolium",6
"Serpocaulon triseriale",8
"Serpocaulon vacillans",17
"Sesbania punicea",24
"Sesbania virgata",19
"Sessea regnellii",42
"Setaria fiebrigii",1
"Setaria globulifera",1
"Setaria parviflora",56
"Setaria scabrifolia",4
"Setaria scandens",6
"Setaria vaginata",2
"Setaria vulpiseta",42
"Sicydium gracile",2
"Sida cordifolia",2
"Sida hatschbachii",2
"Sida lonchitis",2
"Sida parva",1
"Sida planicaulis",42
"Sida potentilloides",14
"Sida urens",9
"Sideroxylon obtusifolium",2
"Simira sampaioana",11
"Sinningia aggregata",14
"Sinningia allagophylla",28
"Sinningia bullata",2
"Sinningia cooperi",7
"Sinningia curtiflora",13
"Sinningia douglasii",64
"Sinningia elatior",13
"Sinningia hatschbachii",2
"Sinningia leopoldii",6
"Sinningia lineata",2
"Sinningia macropoda",2
"Sinningia nivalis",21
"Sinningia polyantha",1
"Sinningia reitzii",10
"Sinningia sellovii",5
"Sinningia warmingii",13
"Siphocampylus baccae",11
"Siphocampylus betulaefolius",4
"Siphocampylus betulifolius",12
"Siphocampylus convolvulaceus",33
"Siphocampylus densidentatus",1
"Siphocampylus fimbriatus",35
"Siphocampylus fulgens",5
"Siphocampylus sevegnaniae",9
"Siphocampylus sulfureus",3
"Siphocampylus umbellatus",6
"Siphocampylus verticillatus",13
"Siphoneugena reitzii",31
"Sisyrinchium alatum",5
"Sisyrinchium albilapidense",1
"Sisyrinchium balansae",3
"Sisyrinchium caeteanum",3
"Sisyrinchium congestum",3
"Sisyrinchium decumbens",1
"Sisyrinchium luzula",7
"Sisyrinchium marchio",9
"Sisyrinchium megapotamicum",6
"Sisyrinchium micranthum",50
"Sisyrinchium palmifolium",34
"Sisyrinchium plicatulum",12
"Sisyrinchium rambonis",3
"Sisyrinchium rectilineum",4
"Sisyrinchium restioides",5
"Sisyrinchium scariosum",2
"Sisyrinchium sellowianum",10
"Sisyrinchium setaceum",9
"Sisyrinchium soboliferum",2
"Sisyrinchium uliginosum",1
"Sisyrinchium vaginatum",65
"Sisyrinchium wettsteinii",14
"Skeptrostachys arechavaletanii",1
"Sloanea garckeana",6
"Sloanea guianensis",38
"Sloanea hirsuta",21
"Sloanea lasiocoma",18
"Sloanea monosperma",3
"Smallanthus araucariophilus",2
"Smallanthus connatus",25
"Smilax campestris",24
"Smilax cognata",2
"Smilax elastica",7
"Smilax quinquenervia",5
"Smilax rufescens",1
"Solanum aculeatissimum",20
"Solanum affine",5
"Solanum alatirameum",23
"Solanum alternatopinnatum",6
"Solanum americanum",125
"Solanum aparadense",7
"Solanum apiahyense",6
"Solanum atropurpureum",14
"Solanum bistellatum",14
"Solanum bullatum",14
"Solanum caavurana",5
"Solanum campaniforme",35
"Solanum capsicoides",14
"Solanum cassioides",39
"Solanum chacoense",21
"Solanum chenopodioides",7
"Solanum commersonii",7
"Solanum compressum",21
"Solanum concinnum",8
"Solanum corymbiflorum",86
"Solanum cylindricum",6
"Solanum delicatulum",9
"Solanum didymum",65
"Solanum diploconos",40
"Solanum flaccidum",28
"Solanum fusiforme",2
"Solanum glaucophyllum",2
"Solanum granulosoleprosum",20
"Solanum guaraniticum",19
"Solanum hirtellum",32
"Solanum inodorum",58
"Solanum iraniense",10
"Solanum johannae",5
"Solanum kleinii",6
"Solanum lacerdae",88
"Solanum laxum",67
"Solanum maioranthum",1
"Solanum matadori",6
"Solanum mauritianum",137
"Solanum megalochiton",31
"Solanum melissarum",5
"Solanum neei",1
"Solanum odoriferum",15
"Solanum pabstii",39
"Solanum paniculatum",20
"Solanum paranense",57
"Solanum pelagicum",19
"Solanum piluliferum",21
"Solanum pinetorum",31
"Solanum pseudodaphnopsis",7
"Solanum pseudoquina",125
"Solanum ramulosum",101
"Solanum reflexum",8
"Solanum reineckii",10
"Solanum reitzii",16
"Solanum robustum",1
"Solanum rufescens",31
"Solanum sanctae-catharinae",149
"Solanum schwackeanum",21
"Solanum schwackei",8
"Solanum sciadostylis",7
"Solanum scuticum",14
"Solanum setosissimum",18
"Solanum sisymbriifolium",25
"Solanum stipulatum",13
"Solanum subsylvestre",3
"Solanum symmetricum",2
"Solanum torvum",20
"Solanum trachytrichium",43
"Solanum vaillantii",14
"Solanum variabile",207
"Solanum viarum",15
"Solanum viscosissimum",13
"Solanum wacketii",14
"Solidago chilensis",115
"Solidago microglossa",2
"Soliva anthemifolia",3
"Soliva sessilis",10
"Sommerfeltia spinulosa",17
"Sophora tomentosa",32
"Sophronitis coccinea",5
"Sorghastrum minarum",2
"Sorghastrum nutans",10
"Sorghastrum pellitum",6
"Sorghastrum scaberrimum",1
"Sorghastrum setosum",2
"Sorghastrum viride",1
"Sorocea bonplandii",139
"Spartina alterniflora",4
"Spartina ciliata",8
"Spathicarpa hastifolia",31
"Spathicarpa lanceolata",1
"Specklinia grobyi",31
"Spermacoce eryngioides",1
"Spermacoce prostrata",2
"Sphaeropteris gardneri",16
"Sphagneticola brachycarpa",1
"Sphagneticola trilobata",51
"Sphagnum aciphyllum",19
"Sphagnum brachybolax",2
"Sphagnum cuspidatum",2
"Sphagnum cyclophyllum",1
"Sphagnum gracilescens",5
"Sphagnum homophyllum",1
"Sphagnum magellanicum",7
"Sphagnum obliquefibrosum",6
"Sphagnum palustre",4
"Sphagnum perichaetiale",18
"Sphagnum recurvum",20
"Sphagnum subsecundum",4
"Spigelia beyrichiana",3
"Spigelia caaguazuensis",1
"Spigelia humboldtiana",1
"Spigelia kleinii",1
"Spigelia martiana",1
"Spigelia pusilla",15
"Spigelia reitzii",1
"Spigelia scabra",7
"Spigelia stenophylla",3
"Spigelia tetraptera",25
"Spigelia vestita",1
"Spirodela intermedia",3
"Spirotheca rivieri",19
"Sporobolus adustus",2
"Sporobolus aeneus",3
"Sporobolus indicus",38
"Sporobolus pseudairoides",7
"Squamidium brasiliense",3
"Squamidium leucotrichum",2
"Squamidium nigricans",1
"Stachytarpheta cayennensis",41
"Stachytarpheta laevis",2
"Stachytarpheta paraguariensis",9
"Stanhopea insignis",1
"Stanhopea lietzei",3
"Staurogyne alba",4
"Staurogyne eustachya",13
"Staurogyne mandioccana",1
"Staurogyne sylvatica",3
"Steinchisma decipiens",18
"Steinchisma hians",13
"Steinchisma laxum",20
"Steinchisma spathellosum",2
"Steiropteris decussata",8
"Stelis aprica",10
"Stelis argentata",1
"Stelis deregularis",21
"Stelis fraterna",1
"Stelis grandiflora",9
"Stelis intermedia",32
"Stelis leinigii",2
"Stelis megantha",24
"Stelis papaquerensis",22
"Stelis parvifolia",4
"Stelis pauloensis",3
"Stelis ruprechtiana",3
"Stemodia stricta",1
"Stemodia trifoliata",11
"Stemodia verticillata",10
"Stenachaenium campestre",3
"Stenachaenium megapotamicum",5
"Stenachaenium riedelii",13
"Stenandrium mandioccanum",2
"Stenandrium tenellum",6
"Stenocephalum megapotamicum",7
"Stenotaphrum secundatum",11
"Stereophyllum radiculosum",1
"Stevia alternifolia",3
"Stevia balansae",2
"Stevia clausseni",11
"Stevia lundiana",1
"Stevia myriadenia",2
"Stevia ophryophylla",4
"Stevia parvifolia",1
"Stevia tenuis",1
"Stevia veronicae",2
"Steyermarkina dusenii",2
"Steyermarkina pyrifolia",3
"Sticherus bifidus",32
"Sticherus decurrens",9
"Sticherus lanuginosus",9
"Sticherus nigropaleaceus",16
"Sticherus pruinosus",17
"Sticherus squamosus",12
"Stigmaphyllon ciliatum",11
"Stigmaphyllon tomentosum",6
"Stigmatopteris brevinervis",5
"Stigmatopteris caudata",22
"Stigmatopteris heterocarpa",100
"Stigmatosema polyaden",4
"Stomatanthes oblongifolius",4
"Streptochaeta spicata",2
"Streptopogon brasiliensis",1
"Stromanthe papillosa",6
"Stromanthe tonckat",43
"Struthanthus martianus",19
"Struthanthus sessiliflorus",2
"Struthanthus uraguensis",24
"Strychnos brasiliensis",98
"Strychnos trinervis",31
"Stylogyne pauciflora",140
"Stylosanthes guianensis",4
"Stylosanthes leiocarpa",1
"Stylosanthes montevidensis",4
"Stylosanthes viscosa",28
"Styrax acuminatus",23
"Styrax glabratus",8
"Styrax leprosus",86
"Syagrus romanzoffiana",10
"Symphyogyna aspera",3
"Symphyogyna brasiliensis",7
"Symphyogyna brongniartii",2
"Symphyopappus casarettoi",26
"Symphyopappus compressus",36
"Symphyopappus itatiayensis",32
"Symphyopappus lymansmithii",19
"Symphyopappus reitzii",4
"Symphyotrichum graminifolium",5
"Symphyotrichum regnellii",9
"Symphyotrichum squamatum",17
"Symplocos bidana",2
"Symplocos celastrinea",8
"Symplocos corymboclados",5
"Symplocos estrellensis",1
"Symplocos glandulosomarginata",24
"Symplocos laxiflora",5
"Symplocos nitidiflora",7
"Symplocos pentandra",6
"Symplocos pustulosa",21
"Symplocos tenuifolia",67
"Symplocos tetrandra",36
"Symplocos trachycarpos",6
"Symplocos uniflora",55
"Synedrella nodiflora",1
"Syngonanthus caulescens",14
"Syngonanthus chrysanthus",19
"Syngonanthus fischerianus",6
"Syntrichia papillosa",3
"Syrrhopodon gaudichaudii",17
"Syrrhopodon incompletus",9
"Syrrhopodon parasiticus",1
"Syrrhopodon prolifer",3
"Tabernaemontana catharinensis",110
"Tagetes ostenii",2
"Talipariti pernambucense",16
"Tanaecium mutabile",7
"Tanaecium pyramidatum",66
"Tanaecium selloi",40
"Tapirira guianensis",31
"Tarenaya hassleriana",19
"Tassadia obovata",1
"Taxilejeunea pterigonia",1
"Tectaria buchtienii",2
"Tectaria incisa",27
"Tectaria pilosa",48
"Tectaria poeppigii",18
"Telaranea nematodes",8
"Telmatoblechnum serrulatum",47
"Temnadenia odorifera",20
"Tephrosia adunca",5
"Tephrosia cinerea",1
"Terminalia australis",7
"Terminalia reitzii",1
"Terminalia triflora",1
"Ternstroemia brasiliensis",27
"Tetracera oblongata",2
"Tetracera sellowiana",4
"Tetrapterys phlomoides",5
"Tetrapterys xylosteifolia",9
"Tetrastylidium grandifolium",2
"Tetrorchidium rubrivenium",48
"Thamniopsis incurva",28
"Thamniopsis langsdorffii",12
"Thamniopsis undata",1
"Thamnobryum fasciculatum",4
"Thamnomalia glabella",7
"Thaumatocaryon dasyanthum",17
"Thelypteris abbiattii",2
"Thelypteris amambayensis",1
"Thelypteris conspersa",1
"Thelypteris decussata",2
"Thelypteris gardneriana",2
"Thelypteris hispidula",3
"Thelypteris iguapensis",2
"Thelypteris interrupta",4
"Thelypteris juergensii",2
"Thelypteris longifolia",17
"Thelypteris opposita",34
"Thelypteris patens",2
"Thelypteris ptarmica",1
"Thelypteris raddii",1
"Thelypteris retusa",4
"Thelypteris riograndensis",25
"Thelypteris rivularioides",1
"Thelypteris serrata",8
"Thelypteris vivipara",3
"Thesium aphyllum",2
"Thinouia mucronata",3
"Thryallis brachystachys",4
"Thuidium delicatulum",1
"Thuidium tomentosum",1
"Tibouchina asperior",6
"Tibouchina cerastifolia",59
"Tibouchina cisplatensis",2
"Tibouchina clavata",7
"Tibouchina clinopodifolia",113
"Tibouchina dubia",28
"Tibouchina dusenii",7
"Tibouchina gracilis",31
"Tibouchina herbacea",67
"Tibouchina hospita",5
"Tibouchina kleinii",22
"Tibouchina mutabilis",6
"Tibouchina nitida",1
"Tibouchina pilosa",96
"Tibouchina pulchra",28
"Tibouchina ramboi",28
"Tibouchina reitzii",13
"Tibouchina rupestris",9
"Tibouchina sellowiana",130
"Tibouchina semidecandra",1
"Tibouchina trichopoda",4
"Tibouchina urbanii",10
"Tibouchina ursina",6
"Tibouchina urvilleana",82
"Tibouchina versicolor",49
"Tillandsia aeranthos",3
"Tillandsia dura",12
"Tillandsia gardneri",22
"Tillandsia geminiflora",151
"Tillandsia mallemontii",46
"Tillandsia montana",10
"Tillandsia recurvata",5
"Tillandsia recurvifolia",1
"Tillandsia stricta",114
"Tillandsia tenuifolia",115
"Tillandsia usneoides",38
"Tinantia erecta",5
"Tocoyena sellowiana",15
"Tortella humilis",4
"Tortella lilliputana",4
"Tortula muralis",2
"Tournefortia bicolor",18
"Tournefortia membranacea",6
"Trachypogon montufarii",2
"Trachypogon spicatus",3
"Trachyxiphium guadalupense",2
"Tradescantia anagallidea",4
"Tradescantia cerinthoides",9
"Tradescantia chrysophylla",4
"Tradescantia crassula",13
"Tradescantia cymbispatha",10
"Tradescantia fluminensis",54
"Tradescantia mundula",10
"Tradescantia umbraculifera",32
"Tradescantia zanonia",27
"Tragia alienata",1
"Tragia giardelliae",2
"Tragia polyandra",1
"Tragia uberabana",1
"Tragia volubilis",46
"Trema micrantha",108
"Trematodon longicollis",1
"Trichanthecium parvifolium",1
"Trichanthecium schwackeanum",4
"Trichilia casaretti",38
"Trichilia catigua",34
"Trichilia claussenii",37
"Trichilia elegans",106
"Trichilia lepidota",30
"Trichilia pallens",151
"Trichilia pseudostipularis",7
"Trichilia silvatica",10
"Trichocentrum pumilum",15
"Trichocline catharinensis",52
"Trichocline macrocephala",8
"Trichocline speciosa",2
"Trichocolea argentea",1
"Trichomanes anadromum",33
"Trichomanes cristatum",26
"Trichomanes elegans",43
"Trichomanes lucens",2
"Trichomanes pellucens",1
"Trichomanes pilosum",38
"Trichomanes polypodioides",97
"Trichomanes rigidum",4
"Trichomanes rupestre",1
"Trichosalpinx montana",5
"Trichosteleum papillosum",1
"Trichostigma octandrum",5
"Tridax procumbens",6
"Trifolium riograndense",13
"Triglochin striata",6
"Trigonia nivea",49
"Trigonidium latifolium",3
"Trigonidium obtusum",1
"Trimezia martinicensis",3
"Triodanis perfoliata",16
"Triplaris americana",3
"Tripodanthus acutifolius",39
"Tripogandra diuretica",64
"Tripogandra glandulosa",1
"Tristicha trifaria",9
"Trithrinax acanthocoma",1
"Triumfetta obscura",1
"Triumfetta semitriloba",47
"Trixis lessingii",21
"Trixis nobilis",4
"Trixis praestans",76
"Trixis thyrsoidea",3
"Trizeuxis falcata",6
"Tropaeolum pentaphyllum",6
"Tryonia areniticola",2
"Tryonia myriophylla",9
"Turnera capitata",3
"Tynanthus cognatus",3
"Tynanthus elegans",6
"Typha domingensis",28
"Urera aurantiaca",9
"Urera baccifera",34
"Urera caracasana",12
"Urera nitida",15
"Urolepis hecatantha",40
"Urtica circularis",4
"Urvillea laevis",4
"Urvillea triphylla",2
"Urvillea ulmacea",12
"Utricularia erectiflora",2
"Utricularia foliosa",3
"Utricularia gibba",11
"Utricularia hydrocarpa",1
"Utricularia laxa",3
"Utricularia praelonga",12
"Utricularia reniformis",12
"Utricularia subulata",3
"Utricularia tricolor",15
"Utricularia tridentata",13
"Valeriana catharinensis",21
"Valeriana eichleriana",1
"Valeriana gilgiana",1
"Valeriana glechomifolia",3
"Valeriana muelleri",2
"Valeriana reitziana",2
"Valeriana salicariifolia",24
"Valeriana scandens",61
"Valeriana ulei",27
"Vandenboschia radicans",199
"Vandenboschia rupestris",29
"Vanilla chamissonis",8
"Vanilla dietschiana",1
"Vanilla edwallii",11
"Vantanea compacta",22
"Varronia curassavica",52
"Varronia polycephala",32
"Varronia urticifolia",11
"Vasconcellea quercifolia",21
"Vassobia breviflora",35
"Velloziella westermanii",3
"Verbena alata",5
"Verbena bonariensis",18
"Verbena ephedroides",4
"Verbena filicaulis",13
"Verbena hirta",9
"Verbena intermedia",2
"Verbena lindbergii",2
"Verbena litoralis",55
"Verbena montevidensis",16
"Verbena ovata",1
"Verbena rigida",34
"Verbesina glabrata",17
"Verbesina sordescens",2
"Vernonanthura catharinensis",18
"Vernonanthura chamaedrys",20
"Vernonanthura discolor",143
"Vernonanthura divaricata",24
"Vernonanthura montevidensis",102
"Vernonanthura nudiflora",5
"Vernonanthura petiolaris",8
"Vernonanthura tweedieana",105
"Vernonanthura westiniana",17
"Vernonia catharinensis",2
"Vernonia discolor",13
"Vernonia echioides",16
"Vernonia mucronulata",2
"Vernonia puberula",1
"Vernonia quinqueflora",2
"Vesicularia vesicularis",7
"Vicia graminea",3
"Vicia montevidensis",2
"Vicia stenophylla",1
"Vigna candida",3
"Vigna longifolia",2
"Vigna luteola",17
"Vigna peduncularis",4
"Viguiera trichophylla",1
"Viola cerasifolia",14
"Viola subdimidiata",2
"Virola bicuhyba",20
"Vitalianthus bischlerianus",4
"Vitex megapotamica",118
"Vitex polygama",1
"Vittaria graminifolia",1
"Vittaria lineata",164
"Vittaria scabrida",34
"Vittetia orbiculata",3
"Viviania linostigma",3
"Voyria aphylla",13
"Vriesea altodaserrae",28
"Vriesea brusquensis",3
"Vriesea carinata",209
"Vriesea corcovadensis",20
"Vriesea ensiformis",24
"Vriesea erythrodactylon",50
"Vriesea flammea",112
"Vriesea flava",9
"Vriesea friburgensis",43
"Vriesea gigantea",31
"Vriesea guttata",50
"Vriesea hoehneana",5
"Vriesea incurvata",206
"Vriesea inflata",4
"Vriesea jonghei",1
"Vriesea longicaulis",1
"Vriesea lubbersii",5
"Vriesea muelleri",1
"Vriesea philippocoburgii",33
"Vriesea pinottii",2
"Vriesea platynema",84
"Vriesea platzmannii",13
"Vriesea procera",7
"Vriesea psittacina",5
"Vriesea rastrensis",2
"Vriesea reitzii",4
"Vriesea rodigasiana",66
"Vriesea rubens",4
"Vriesea scalaris",56
"Vriesea tijucana",2
"Vriesea unilateralis",14
"Vriesea vagans",84
"Wahlenbergia linarioides",35
"Waltheria communis",7
"Waltheria indica",3
"Warmingia eugenii",2
"Weinmannia discolor",16
"Weinmannia humilis",31
"Weinmannia paulliniifolia",45
"Weinmannia pinnata",3
"Weissia controversa",1
"Wijkia flagellifera",5
"Wilbrandia ebracteata",15
"Wilbrandia longisepala",13
"Wissadula parviflora",3
"Wittrockia cyathiformis",3
"Wittrockia superba",13
"Wolffia brasiliensis",3
"Wullschlaegelia aphylla",3
"Ximenia americana",1
"Xylobium variegatum",8
"Xylopia brasiliensis",22
"Xylosma ciliatifolia",9
"Xylosma prockia",37
"Xylosma pseudosalzmanii",10
"Xylosma tweediana",2
"Xyris capensis",5
"Xyris guaranitica",4
"Xyris jupicai",22
"Xyris laxifolia",2
"Xyris lucida",10
"Xyris neglecta",5
"Xyris regnellii",3
"Xyris reitzii",3
"Xyris rigida",1
"Xyris savanensis",2
"Xyris schizachne",2
"Xyris sororia",1
"Xyris stenophylla",10
"Xyris tenella",1
"Xyris teres",2
"Xyris vacillans",10
"Zanthoxylum caribaeum",2
"Zanthoxylum fagara",30
"Zanthoxylum kleinii",12
"Zanthoxylum petiolare",8
"Zanthoxylum rhoifolium",151
"Zelometeorium patulum",8
"Zephyranthes candida",1
"Zephyranthes flavissima",5
"Zephyranthes fluvialis",1
"Zephyranthes lagesiana",3
"Zephyranthes mesochloa",2
"Zizaniopsis microstachya",4
"Zollernia ilicifolia",54
"Zootrophion atropurpureum",1
"Zornia burkartii",1
"Zornia glabra",1
"Zornia latifolia",4
"Zornia ramboiana",5
"Zornia reticulata",11
"Zornia villosa",1
"Zygodon obtusifolius",1
"Zygopetalum crinitum",6
"Zygopetalum maculatum",3
"Zygopetalum maxillare",20
"Zygophlebia longipilosa",2
"Zygostates cornuta",5
"Zygostates dasyrhiza",5
"Zygostates lunata",10
"Zygostates pellucida",4
"Zygostigma australe",8
